filename,codec,bitrate,preset,keyint,vmaf,psnr
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint60,h264,1000k,medium,60,96.850183,47.093637
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx264_2000k_ultrafast_keyint30,h264,2000k,ultrafast,30,96.850183,46.983352
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx264_4000k_fast_keyint30,h264,4000k,fast,30,96.850183,57.003586
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx265_4000k_fast_keyint60,h265,4000k,fast,60,96.850183,54.433595
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx265_4000k_veryslow_keyint120,h265,4000k,veryslow,120,98.079355,57.114637
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx265_4000k_veryslow_keyint60,h265,4000k,veryslow,60,98.079355,57.116188
Animation_360P-3e52_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint120,h265,500k,fast,120,98.079355,43.197345
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx264_4000k_medium_keyint120,h264,4000k,medium,120,98.079355,65.395418
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint30,h264,4000k,ultrafast,30,97.941141,58.321533
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint120,h264,500k,ultrafast,120,85.342478,36.770783
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx265_1000k_fast_keyint30,h265,1000k,fast,30,85.342478,44.343929
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx265_1000k_veryslow_keyint60,h265,1000k,veryslow,60,85.342478,47.687201
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx265_4000k_slow_keyint60,h265,4000k,slow,60,85.342478,65.485745
Animation_360P-47cc_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint60,h265,500k,fast,60,90.733617,40.814659
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint60,h264,1000k,medium,60,97.41393,68.175237
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx264_1000k_veryslow_keyint120,h264,1000k,veryslow,120,97.436086,67.695353
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx264_2000k_ultrafast_keyint30,h264,2000k,ultrafast,30,97.417336,79.812655
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint120,h264,500k,slow,120,97.408097,63.696253
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx265_1000k_medium_keyint120,h265,1000k,medium,120,97.365075,64.768787
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx265_1000k_veryslow_keyint120,h265,1000k,veryslow,120,97.404945,66.082441
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx265_2000k_slow_keyint30,h265,2000k,slow,30,97.407402,70.084580
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint30,h265,500k,medium,30,97.219977,57.271460
Animation_360P-4b4c_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint30,h265,500k,slow,30,97.286533,58.502065
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx264_1000k_ultrafast_keyint60,h264,1000k,ultrafast,60,87.999586,36.128898
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx264_2000k_medium_keyint30,h264,2000k,medium,30,96.637483,42.281194
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint60,h264,2000k,slow,60,96.774668,42.439292
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx264_4000k_medium_keyint60,h264,4000k,medium,60,98.46452,47.345056
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx264_500k_fast_keyint60,h264,500k,fast,60,89.20109,37.163621
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint120,h265,1000k,slow,120,89.20109,40.848092
Animation_360P-4edc_crf_10_ss_00_t_20.0_libx265_4000k_ultrafast_keyint60,h265,4000k,ultrafast,60,98.378018,47.492554
Animation_360P-5712_crf_10_ss_00_t_20.0_libx264_2000k_fast_keyint60,h264,2000k,fast,60,98.295364,53.366329
Animation_360P-5712_crf_10_ss_00_t_20.0_libx264_2000k_veryslow_keyint30,h264,2000k,veryslow,30,98.255759,52.513757
Animation_360P-5712_crf_10_ss_00_t_20.0_libx265_2000k_veryslow_keyint30,h265,2000k,veryslow,30,98.366554,54.192456
Animation_360P-5712_crf_10_ss_00_t_20.0_libx265_4000k_slow_keyint30,h265,4000k,slow,30,98.366554,63.228640
Animation_360P-5de0_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint60,h264,1000k,medium,60,96.726668,44.984044
Animation_360P-5de0_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint120,h265,1000k,slow,120,97.358641,44.875084
Animation_360P-5de0_crf_10_ss_00_t_20.0_libx265_4000k_slow_keyint120,h265,4000k,slow,120,97.358641,53.387779
Animation_360P-631c_crf_10_ss_00_t_20.0_libx264_2000k_medium_keyint120,h264,2000k,medium,120,97.254771,52.548990
Animation_360P-631c_crf_10_ss_00_t_20.0_libx264_2000k_veryslow_keyint60,h264,2000k,veryslow,60,97.254771,52.053809
Animation_360P-631c_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint30,h264,500k,ultrafast,30,84.8227,33.372616
Animation_360P-631c_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint60,h264,500k,ultrafast,60,85.881814,33.816598
Animation_360P-7856_crf_10_ss_00_t_20.0_libx264_1000k_fast_keyint120,h264,1000k,fast,120,97.379255,61.274927
Animation_360P-7856_crf_10_ss_00_t_20.0_libx265_1000k_medium_keyint60,h265,1000k,medium,60,97.339474,59.436154
Animation_360P-7856_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint30,h265,500k,fast,30,96.482017,48.190512
Animation_360P-794f_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint30,h264,500k,ultrafast,30,72.875956,31.101280
Animation_360P-794f_crf_10_ss_00_t_20.0_libx265_1000k_medium_keyint30,h265,1000k,medium,30,94.483631,39.579394
Animation_360P-794f_crf_10_ss_00_t_20.0_libx265_4000k_medium_keyint120,h265,4000k,medium,120,99.406797,49.694721
Animation_360P-794f_crf_10_ss_00_t_20.0_libx265_4000k_veryslow_keyint60,h265,4000k,veryslow,60,99.465274,51.000891
Animation_360P-794f_crf_10_ss_00_t_20.0_libx265_500k_veryslow_keyint60,h265,500k,veryslow,60,91.280339,37.414306
Animation_480P-046c_crf_10_ss_00_t_20.0_libx264_500k_fast_keyint60,h264,500k,fast,60,83.998881,36.828357
Animation_480P-046c_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint30,h264,500k,ultrafast,30,74.901575,33.188589
Animation_480P-046c_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint60,h265,500k,slow,60,74.901575,39.124731
Animation_480P-046c_crf_10_ss_00_t_20.0_libx265_500k_ultrafast_keyint60,h265,500k,ultrafast,60,86.980675,37.970947
Animation_480P-073c_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint120,h264,2000k,slow,120,94.216844,49.815660
Animation_480P-073c_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint60,h264,500k,veryslow,60,94.216844,39.211100
Animation_480P-087e_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint60,h265,500k,fast,60,68.444612,39.552522
Animation_480P-087e_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint60,h265,500k,medium,60,73.097595,40.525759
Animation_480P-08a5_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint60,h264,1000k,medium,60,70.927484,31.855397
Animation_480P-08a5_crf_10_ss_00_t_20.0_libx264_2000k_ultrafast_keyint30,h264,2000k,ultrafast,30,68.43054,30.761317
Animation_480P-08a5_crf_10_ss_00_t_20.0_libx265_2000k_ultrafast_keyint120,h265,2000k,ultrafast,120,68.43054,34.087009
Animation_480P-08a5_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint30,h265,500k,fast,30,68.43054,30.622337
Animation_480P-08a5_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint60,h265,500k,slow,60,68.43054,31.197197
Animation_480P-0d04_crf_10_ss_00_t_20.0_libx264_1000k_fast_keyint120,h264,1000k,fast,120,68.43054,51.734905
Animation_480P-0d04_crf_10_ss_00_t_20.0_libx264_2000k_veryslow_keyint120,h264,2000k,veryslow,120,97.440177,54.124559
Animation_480P-0d04_crf_10_ss_00_t_20.0_libx264_4000k_slow_keyint60,h264,4000k,slow,60,97.633221,60.927568
Animation_480P-0d04_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint30,h264,500k,medium,30,96.222451,47.962282
Animation_480P-0d04_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint120,h264,500k,slow,120,96.426268,48.138395
Animation_480P-0d04_crf_10_ss_00_t_20.0_libx265_2000k_slow_keyint60,h265,2000k,slow,60,97.369465,56.060885
Animation_480P-35ee_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint120,h264,4000k,ultrafast,120,98.607776,71.290324
Animation_480P-35ee_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint60,h264,4000k,ultrafast,60,98.607779,71.250568
Animation_480P-35ee_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint60,h264,500k,medium,60,98.30643,52.973521
Animation_480P-35ee_crf_10_ss_00_t_20.0_libx265_2000k_veryslow_keyint120,h265,2000k,veryslow,120,98.606736,68.230863
Animation_480P-35ee_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint60,h265,500k,medium,60,98.284415,53.278044
Animation_480P-3fdf_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint120,h264,2000k,slow,120,74.905495,30.032686
Animation_480P-3fdf_crf_10_ss_00_t_20.0_libx265_1000k_fast_keyint60,h265,1000k,fast,60,74.905495,28.614722
Animation_480P-3fdf_crf_10_ss_00_t_20.0_libx265_1000k_veryslow_keyint30,h265,1000k,veryslow,30,64.905271,28.900824
Animation_480P-3fdf_crf_10_ss_00_t_20.0_libx265_4000k_medium_keyint120,h265,4000k,medium,120,81.832613,32.638990
Animation_480P-3fdf_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint60,h265,500k,medium,60,42.021422,26.836417
Animation_480P-4b86_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint120,h264,500k,medium,120,42.021422,49.854541
Animation_480P-4b86_crf_10_ss_00_t_20.0_libx265_2000k_veryslow_keyint120,h265,2000k,veryslow,120,42.021422,61.056719
Animation_480P-4e36_crf_10_ss_00_t_20.0_libx264_1000k_veryslow_keyint30,h264,1000k,veryslow,30,97.581701,62.183831
Animation_480P-4e36_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint60,h264,500k,slow,60,97.310299,57.006804
Animation_480P-4e36_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint120,h264,500k,veryslow,120,97.325142,56.825916
Animation_480P-52af_crf_10_ss_00_t_20.0_libx264_1000k_slow_keyint30,h264,1000k,slow,30,95.322094,50.353451
Animation_480P-52af_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint60,h264,2000k,slow,60,96.986761,57.884340
Animation_480P-52af_crf_10_ss_00_t_20.0_libx264_2000k_veryslow_keyint60,h264,2000k,veryslow,60,96.986761,57.601827
Animation_480P-52af_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint120,h264,500k,veryslow,120,94.571898,48.882614
Animation_480P-52af_crf_10_ss_00_t_20.0_libx265_2000k_fast_keyint30,h265,2000k,fast,30,96.658707,55.658009
Animation_480P-52af_crf_10_ss_00_t_20.0_libx265_4000k_medium_keyint30,h265,4000k,medium,30,97.269951,62.677776
Animation_480P-6e23_crf_10_ss_00_t_20.0_libx264_1000k_veryslow_keyint120,h264,1000k,veryslow,120,97.164271,53.474408
Animation_480P-6e23_crf_10_ss_00_t_20.0_libx264_4000k_veryslow_keyint120,h264,4000k,veryslow,120,97.541786,64.508264
Animation_480P-6e23_crf_10_ss_00_t_20.0_libx265_1000k_medium_keyint60,h265,1000k,medium,60,96.752982,53.394923
Animation_480P-6e23_crf_10_ss_00_t_20.0_libx265_4000k_slow_keyint120,h265,4000k,slow,120,97.536801,67.108200
Animation_480P-6ef6_crf_10_ss_00_t_20.0_libx264_2000k_medium_keyint30,h264,2000k,medium,30,97.95,66.359174
Animation_480P-6ef6_crf_10_ss_00_t_20.0_libx264_4000k_slow_keyint60,h264,4000k,slow,60,97.969315,69.712375
Animation_480P-6ef6_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint30,h264,4000k,ultrafast,30,97.969315,71.415474
Animation_480P-70d4_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint60,h264,500k,medium,60,97.969315,49.338298
Animation_480P-70d4_crf_10_ss_00_t_20.0_libx265_2000k_medium_keyint60,h265,2000k,medium,60,97.145863,58.835498
Animation_480P-791b_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint30,h264,1000k,medium,30,97.145863,63.990045
Animation_480P-791b_crf_10_ss_00_t_20.0_libx264_1000k_ultrafast_keyint120,h264,1000k,ultrafast,120,97.145863,67.140798
Animation_480P-791b_crf_10_ss_00_t_20.0_libx264_2000k_medium_keyint30,h264,2000k,medium,30,97.396535,67.977304
Animation_480P-791b_crf_10_ss_00_t_20.0_libx264_4000k_medium_keyint120,h264,4000k,medium,120,97.396535,71.014290
Animation_480P-791b_crf_10_ss_00_t_20.0_libx265_4000k_fast_keyint60,h265,4000k,fast,60,97.402808,70.041460
Animation_480P-7a31_crf_10_ss_00_t_20.0_libx264_2000k_fast_keyint120,h264,2000k,fast,120,93.774444,42.698567
Animation_480P-7a31_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint30,h264,500k,ultrafast,30,37.930443,25.810454
Animation_480P-7ef2_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint120,h264,2000k,slow,120,37.930443,52.551291
Animation_480P-7ef2_crf_10_ss_00_t_20.0_libx265_500k_ultrafast_keyint60,h265,500k,ultrafast,60,94.20298,44.737361
Animation_720P-0116_crf_10_ss_00_t_20.0_libx264_1000k_slow_keyint60,h264,1000k,slow,60,94.20298,48.956521
Animation_720P-0116_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint60,h264,500k,slow,60,97.332975,44.649143
Animation_720P-01b3_crf_10_ss_00_t_20.0_libx264_4000k_medium_keyint30,h264,4000k,medium,30,96.631741,40.207727
Animation_720P-01b3_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint120,h264,500k,ultrafast,120,96.631741,24.495242
Animation_720P-01b3_crf_10_ss_00_t_20.0_libx265_500k_veryslow_keyint60,h265,500k,veryslow,60,66.857497,31.195732
Animation_720P-06a6_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint60,h264,4000k,ultrafast,60,66.857497,29.244940
Animation_720P-06a6_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint60,h264,500k,medium,60,66.857497,27.941719
Animation_720P-06a6_crf_10_ss_00_t_20.0_libx265_1000k_ultrafast_keyint120,h265,1000k,ultrafast,120,66.857497,31.447660
Animation_720P-06a6_crf_10_ss_00_t_20.0_libx265_2000k_fast_keyint120,h265,2000k,fast,120,91.154644,34.727560
Animation_720P-13b7_crf_10_ss_00_t_20.0_libx264_4000k_fast_keyint60,h264,4000k,fast,60,97.795343,66.395568
Animation_720P-13b7_crf_10_ss_00_t_20.0_libx265_500k_ultrafast_keyint30,h265,500k,ultrafast,30,92.575159,45.606406
Animation_720P-1a6d_crf_10_ss_00_t_20.0_libx264_1000k_veryslow_keyint60,h264,1000k,veryslow,60,92.575159,37.782924
Animation_720P-1a6d_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint120,h264,500k,veryslow,120,92.575159,35.581901
Animation_720P-1a6d_crf_10_ss_00_t_20.0_libx265_1000k_veryslow_keyint30,h265,1000k,veryslow,30,91.829167,38.254071
Animation_720P-1a6d_crf_10_ss_00_t_20.0_libx265_1000k_veryslow_keyint60,h265,1000k,veryslow,60,92.69672,38.824666
Animation_720P-1a6d_crf_10_ss_00_t_20.0_libx265_2000k_fast_keyint60,h265,2000k,fast,60,94.542642,41.342307
Animation_720P-1a6d_crf_10_ss_00_t_20.0_libx265_2000k_ultrafast_keyint30,h265,2000k,ultrafast,30,93.618579,39.028021
Animation_720P-2525_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint120,h264,4000k,ultrafast,120,96.527352,49.700552
Animation_720P-2525_crf_10_ss_00_t_20.0_libx264_4000k_ultrafast_keyint60,h264,4000k,ultrafast,60,96.494993,49.610918
Animation_720P-2525_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint120,h264,500k,veryslow,120,96.494993,43.912833
Animation_720P-2525_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint30,h265,1000k,slow,30,95.437905,45.627940
Animation_720P-2525_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint60,h265,500k,fast,60,93.739028,43.951502
Animation_720P-2525_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint30,h265,500k,medium,30,93.739028,42.591528
Animation_720P-2525_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint30,h265,500k,slow,30,93.456947,42.947706
Animation_720P-2abf_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint60,h264,500k,medium,60,93.456947,31.195052
Animation_720P-2abf_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint60,h264,500k,veryslow,60,78.164243,31.569551
Animation_720P-2abf_crf_10_ss_00_t_20.0_libx265_4000k_ultrafast_keyint120,h265,4000k,ultrafast,120,93.254159,38.260782
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx264_500k_fast_keyint120,h264,500k,fast,120,93.254159,37.824225
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint60,h265,1000k,slow,60,94.548922,42.001298
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx265_2000k_slow_keyint120,h265,2000k,slow,120,96.653233,48.491919
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx265_4000k_slow_keyint30,h265,4000k,slow,30,97.185176,53.625765
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx265_4000k_ultrafast_keyint60,h265,4000k,ultrafast,60,96.526754,49.974498
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint120,h265,500k,fast,120,91.295061,38.187845
Animation_720P-3adc_crf_10_ss_00_t_20.0_libx265_500k_ultrafast_keyint30,h265,500k,ultrafast,30,91.295061,33.663802
Animation_720P-412a_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint60,h264,1000k,medium,60,88.390325,38.947192
Animation_720P-412a_crf_10_ss_00_t_20.0_libx264_1000k_veryslow_keyint30,h264,1000k,veryslow,30,89.501628,39.163913
Animation_720P-412a_crf_10_ss_00_t_20.0_libx264_2000k_fast_keyint30,h264,2000k,fast,30,89.501628,42.325373
Animation_720P-412a_crf_10_ss_00_t_20.0_libx264_4000k_slow_keyint30,h264,4000k,slow,30,97.136871,46.476427
Animation_720P-412a_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint30,h264,500k,veryslow,30,77.489952,35.696730
Animation_720P-412a_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint120,h265,1000k,slow,120,77.489952,41.028892
Animation_720P-412a_crf_10_ss_00_t_20.0_libx265_4000k_ultrafast_keyint30,h265,4000k,ultrafast,30,95.017514,43.906361
Animation_720P-412a_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint60,h265,500k,fast,60,95.017514,37.168578
Animation_720P-41cf_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint120,h264,2000k,slow,120,83.130427,43.287074
Animation_720P-41cf_crf_10_ss_00_t_20.0_libx265_4000k_veryslow_keyint60,h265,4000k,veryslow,60,83.130427,50.709970
Animation_720P-41cf_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint120,h265,500k,slow,120,83.130427,36.952805
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx264_500k_fast_keyint120,h264,500k,fast,120,48.025605,26.953894
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint60,h264,500k,slow,60,58.131367,27.176737
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint60,h265,1000k,slow,60,92.279237,34.941409
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx265_1000k_veryslow_keyint120,h265,1000k,veryslow,120,88.53376,32.762656
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx265_2000k_medium_keyint60,h265,2000k,medium,60,93.946617,38.811386
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx265_2000k_ultrafast_keyint60,h265,2000k,ultrafast,60,93.946617,34.842041
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint30,h265,500k,medium,30,75.040866,30.176922
Animation_720P-41d6_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint60,h265,500k,slow,60,75.040866,31.373538
Animation_720P-4268_crf_10_ss_00_t_20.0_libx264_1000k_fast_keyint120,h264,1000k,fast,120,44.299955,32.744408
Animation_720P-4268_crf_10_ss_00_t_20.0_libx264_1000k_medium_keyint60,h264,1000k,medium,60,45.526553,32.735364
Animation_720P-4268_crf_10_ss_00_t_20.0_libx264_2000k_medium_keyint120,h264,2000k,medium,120,66.640954,35.308351
Animation_720P-4268_crf_10_ss_00_t_20.0_libx264_2000k_ultrafast_keyint60,h264,2000k,ultrafast,60,66.640954,33.382297
Animation_720P-4268_crf_10_ss_00_t_20.0_libx264_500k_ultrafast_keyint120,h264,500k,ultrafast,120,30.273787,29.233766
Animation_720P-4268_crf_10_ss_00_t_20.0_libx265_1000k_ultrafast_keyint60,h265,1000k,ultrafast,60,44.3141,33.382157
Animation_720P-4268_crf_10_ss_00_t_20.0_libx265_2000k_fast_keyint60,h265,2000k,fast,60,44.3141,36.036730
Animation_720P-4268_crf_10_ss_00_t_20.0_libx265_4000k_slow_keyint120,h265,4000k,slow,120,88.446697,39.872409
Animation_720P-4268_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint120,h265,500k,medium,120,88.446697,31.458320
Animation_720P-431c_crf_10_ss_00_t_20.0_libx265_1000k_fast_keyint120,h265,1000k,fast,120,92.132993,48.956706
Animation_720P-431c_crf_10_ss_00_t_20.0_libx265_1000k_medium_keyint60,h265,1000k,medium,60,92.132993,49.768688
Animation_720P-431c_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint120,h265,1000k,slow,120,94.25215,49.917385
Animation_720P-431c_crf_10_ss_00_t_20.0_libx265_1000k_slow_keyint30,h265,1000k,slow,30,94.015651,49.779006
Animation_720P-431c_crf_10_ss_00_t_20.0_libx265_2000k_medium_keyint30,h265,2000k,medium,30,94.015651,53.075711
Animation_720P-57d9_crf_10_ss_00_t_20.0_libx264_500k_medium_keyint60,h264,500k,medium,60,87.966825,37.110019
Animation_720P-57d9_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint60,h264,500k,veryslow,60,87.966825,37.431415
Animation_720P-620f_crf_10_ss_00_t_20.0_libx265_2000k_slow_keyint120,h265,2000k,slow,120,96.757636,50.439720
Animation_720P-620f_crf_10_ss_00_t_20.0_libx265_4000k_veryslow_keyint60,h265,4000k,veryslow,60,98.012959,54.020507
Animation_720P-620f_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint120,h265,500k,medium,120,98.012959,43.906085
Animation_720P-6372_crf_10_ss_00_t_20.0_libx264_1000k_slow_keyint60,h264,1000k,slow,60,57.76114,21.050652
Animation_720P-6372_crf_10_ss_00_t_20.0_libx264_4000k_slow_keyint30,h264,4000k,slow,30,79.047603,23.996339
Animation_720P-6372_crf_10_ss_00_t_20.0_libx265_2000k_fast_keyint120,h265,2000k,fast,120,69.386054,22.589529
Animation_720P-6372_crf_10_ss_00_t_20.0_libx265_2000k_ultrafast_keyint120,h265,2000k,ultrafast,120,69.386054,21.358233
Animation_720P-6372_crf_10_ss_00_t_20.0_libx265_500k_fast_keyint30,h265,500k,fast,30,69.386054,20.717452
Animation_720P-79ee_crf_10_ss_00_t_20.0_libx264_4000k_slow_keyint30,h264,4000k,slow,30,72.458488,35.737632
Animation_720P-79ee_crf_10_ss_00_t_20.0_libx264_4000k_veryslow_keyint60,h264,4000k,veryslow,60,72.683076,35.202787
Animation_720P-79ee_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint60,h264,500k,veryslow,60,40.750482,30.662110
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx264_2000k_fast_keyint60,h264,2000k,fast,60,40.750482,40.119703
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint30,h264,2000k,slow,30,91.198844,39.872330
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx264_2000k_ultrafast_keyint60,h264,2000k,ultrafast,60,78.046589,34.915145
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint60,h264,500k,slow,60,78.046589,34.234203
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx264_500k_veryslow_keyint120,h264,500k,veryslow,120,77.533055,35.017775
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx265_4000k_veryslow_keyint30,h265,4000k,veryslow,30,95.778637,44.394146
Animation_720P-7b29_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint60,h265,500k,medium,60,74.331875,35.315444
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx264_1000k_veryslow_keyint120,h264,1000k,veryslow,120,34.562495,20.828646
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx264_2000k_slow_keyint120,h264,2000k,slow,120,42.248365,21.846565
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx264_4000k_veryslow_keyint60,h264,4000k,veryslow,60,42.248365,23.498502
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx264_500k_slow_keyint60,h264,500k,slow,60,42.248365,19.466478
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx265_1000k_ultrafast_keyint60,h265,1000k,ultrafast,60,39.42795,21.837258
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx265_4000k_ultrafast_keyint30,h265,4000k,ultrafast,30,60.228915,23.964122
Animation_720P-7e7d_crf_10_ss_00_t_20.0_libx265_500k_slow_keyint120,h265,500k,slow,120,41.449516,21.826698
Animation_720P-7ff2_crf_10_ss_00_t_20.0_libx264_2000k_medium_keyint30,h264,2000k,medium,30,41.449516,29.737060
Animation_720P-7ff2_crf_10_ss_00_t_20.0_libx265_500k_medium_keyint120,h265,500k,medium,120,26.349856,25.925625
